05/01/2018 12:12:23 [Program starts.]
05/01/2018 12:12:23 [Arg used:][{'log_root': '/home/andre/Documents/DL_p2/logs/'}, {'hidden_units': 20}, {'init_type': 'uniform'}, {'normalize_data': True}, {'remove_DC_level': True}, {'depth': 1}, {'epoch_number': 400}, {'criterion': 'CrossEntropy'}, {'optimizer': 'Adadelta'}, {'last_ms': 100}]
05/01/2018 12:12:24 Training loss 0.402085 - iteration 0/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.059429 - iteration 130/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.624756 - iteration 131/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.084127 - iteration 132/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.069172 - iteration 133/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.593834 - iteration 134/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.090518 - iteration 135/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.076224 - iteration 136/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.062834 - iteration 137/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.050823 - iteration 138/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.040487 - iteration 139/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.032097 - iteration 140/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.025529 - iteration 141/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.020648 - iteration 142/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.765428 - iteration 143/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.055816 - iteration 144/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.044666 - iteration 145/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.035416 - iteration 146/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.028046 - iteration 147/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.022467 - iteration 148/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.018379 - iteration 149/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.779834 - iteration 150/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.053627 - iteration 151/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.631667 - iteration 152/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.079585 - iteration 153/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.066477 - iteration 154/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.054484 - iteration 155/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.043944 - iteration 156/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.035115 - iteration 157/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.028082 - iteration 158/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.022704 - iteration 159/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.018734 - iteration 160/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.015867 - iteration 161/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.013820 - iteration 162/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.012344 - iteration 163/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.011251 - iteration 164/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.010417 - iteration 165/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.009754 - iteration 166/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.009203 - iteration 167/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.008731 - iteration 168/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.874848 - iteration 169/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.041947 - iteration 170/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.677386 - iteration 171/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.071478 - iteration 172/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.057630 - iteration 173/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.626011 - iteration 174/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.081795 - iteration 175/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.561505 - iteration 176/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.098501 - iteration 177/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.084834 - iteration 178/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.071769 - iteration 179/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.577835 - iteration 180/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.091618 - iteration 181/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.078961 - iteration 182/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.066826 - iteration 183/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.055531 - iteration 184/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.045501 - iteration 185/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.652648 - iteration 186/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.073173 - iteration 187/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.061641 - iteration 188/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.051062 - iteration 189/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.041833 - iteration 190/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.034038 - iteration 191/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.697411 - iteration 192/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.064712 - iteration 193/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.053913 - iteration 194/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.623408 - iteration 195/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.079102 - iteration 196/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.067524 - iteration 197/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.056689 - iteration 198/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.046873 - iteration 199/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.038447 - iteration 200/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.031433 - iteration 201/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.025886 - iteration 202/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.021590 - iteration 203/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.018363 - iteration 204/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.015963 - iteration 205/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.014173 - iteration 206/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.820234 - iteration 207/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.046571 - iteration 208/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.037411 - iteration 209/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.029953 - iteration 210/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.024089 - iteration 211/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.019648 - iteration 212/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.016424 - iteration 213/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.014088 - iteration 214/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.012413 - iteration 215/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.011181 - iteration 216/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.010257 - iteration 217/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.009545 - iteration 218/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.008965 - iteration 219/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.008481 - iteration 220/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.874618 - iteration 221/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.040398 - iteration 222/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.031008 - iteration 223/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.023793 - iteration 224/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.746778 - iteration 225/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.057203 - iteration 226/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.628064 - iteration 227/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.080363 - iteration 228/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.067020 - iteration 229/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.054816 - iteration 230/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.044041 - iteration 231/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.035010 - iteration 232/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.027707 - iteration 233/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.022067 - iteration 234/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.017864 - iteration 235/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.014857 - iteration 236/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.012699 - iteration 237/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.011168 - iteration 238/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.010062 - iteration 239/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.009249 - iteration 240/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.008626 - iteration 241/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.867076 - iteration 242/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.040593 - iteration 243/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.680574 - iteration 244/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.068669 - iteration 245/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.055900 - iteration 246/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.044726 - iteration 247/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.035229 - iteration 248/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.027635 - iteration 249/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.021770 - iteration 250/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.017399 - iteration 251/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.014286 - iteration 252/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.012098 - iteration 253/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.010568 - iteration 254/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.009476 - iteration 255/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.008681 - iteration 256/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.861348 - iteration 257/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.040869 - iteration 258/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.031585 - iteration 259/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.024307 - iteration 260/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.018859 - iteration 261/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.014948 - iteration 262/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.012239 - iteration 263/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.010376 - iteration 264/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.009091 - iteration 265/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.008197 - iteration 266/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.007559 - iteration 267/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.007081 - iteration 268/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.006702 - iteration 269/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.006390 - iteration 270/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.006121 - iteration 271/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.005881 - iteration 272/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.005665 - iteration 273/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.005467 - iteration 274/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.902397 - iteration 275/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.667790 - iteration 276/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.075869 - iteration 277/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.060324 - iteration 278/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.047038 - iteration 279/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.035854 - iteration 280/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.702086 - iteration 281/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.065165 - iteration 282/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.052093 - iteration 283/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.040895 - iteration 284/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.031720 - iteration 285/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.712329 - iteration 286/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.061471 - iteration 287/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.049686 - iteration 288/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.039541 - iteration 289/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.031143 - iteration 290/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.024425 - iteration 291/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.019320 - iteration 292/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.768633 - iteration 293/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.608437 - iteration 294/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.528053 - iteration 295/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.107302 - iteration 296/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.095433 - iteration 297/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.083635 - iteration 298/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.072090 - iteration 299/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.061083 - iteration 300/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.050961 - iteration 301/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.041883 - iteration 302/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.034160 - iteration 303/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.694949 - iteration 304/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.062244 - iteration 305/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.052207 - iteration 306/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.043161 - iteration 307/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.035300 - iteration 308/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.028819 - iteration 309/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.023627 - iteration 310/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.019548 - iteration 311/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.016477 - iteration 312/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.014195 - iteration 313/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.012492 - iteration 314/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.011221 - iteration 315/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.010251 - iteration 316/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.009488 - iteration 317/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.008879 - iteration 318/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.008366 - iteration 319/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.007928 - iteration 320/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.007543 - iteration 321/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.007201 - iteration 322/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.006887 - iteration 323/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.891314 - iteration 324/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.665963 - iteration 325/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.566295 - iteration 326/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.098649 - iteration 327/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.085075 - iteration 328/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.072194 - iteration 329/1000, epoch 0/1
05/01/2018 12:12:24 Training loss 0.060116 - iteration 330/1000, epoch 0/1
